"domain_out" "x1_o_aug" "x2_o_aug"
"693" 4 0 0
"694" 4 0 0
"695" 4 0 0
"696" 4 0 0
"697" 4 0 1
"698" 4 0 1
"699" 4 0 1
"700" 4 0 1
"701" 4 0 0
"702" 4 0 0
"703" 4 0 0
"704" 4 0 0
"705" 4 1 0
"706" 4 1 0
"707" 4 1 0
"708" 4 1 0
"709" 4 0 1
"710" 4 0 1
"711" 4 0 1
"712" 4 0 1
"713" 4 1 0
"714" 4 1 0
"715" 4 1 0
"716" 4 1 0
"717" 4 0 0
"718" 4 0 0
"719" 4 0 0
"720" 4 0 0
"721" 4 0 0
"722" 4 0 0
"723" 4 0 0
"724" 4 0 0
"725" 4 1 0
"726" 4 1 0
"727" 4 1 0
"728" 4 1 0
"729" 4 1 0
"730" 4 1 0
"731" 4 1 0
"732" 4 1 0
"733" 4 0 0
"734" 4 0 0
"735" 4 0 0
"736" 4 0 0
"737" 4 0 1
"738" 4 0 1
"739" 4 0 1
"740" 4 0 1
"741" 4 0 0
"742" 4 0 0
"743" 4 0 0
"744" 4 0 0
"745" 4 0 0
"746" 4 0 0
"747" 4 0 0
"748" 4 0 0
"749" 4 0 1
"750" 4 0 1
"751" 4 0 1
"752" 4 0 1
"753" 4 0 0
"754" 4 0 0
"755" 4 0 0
"756" 4 0 0
"757" 4 0 0
"758" 4 0 0
"759" 4 0 0
"760" 4 0 0
"761" 4 0 0
"762" 4 0 0
"763" 4 0 0
"764" 4 0 0
"765" 4 0 0
"766" 4 0 0
"767" 4 0 0
"768" 4 0 0
"769" 4 0 0
"770" 4 0 0
"771" 4 0 0
"772" 4 0 0
"773" 4 1 0
"774" 4 1 0
"775" 4 1 0
"776" 4 1 0
"777" 4 0 0
"778" 4 0 0
"779" 4 0 0
"780" 4 0 0
"781" 4 0 0
"782" 4 0 0
"783" 4 0 0
"784" 4 0 0
"785" 4 0 0
"786" 4 0 0
"787" 4 0 0
"788" 4 0 0
"789" 4 1 0
"790" 4 1 0
"791" 4 1 0
"792" 4 1 0
"793" 4 0 0
"794" 4 0 0
"795" 4 0 0
"796" 4 0 0
"797" 4 0 0
"798" 4 0 0
"799" 4 0 0
"800" 4 0 0
"801" 5 0 0
"802" 5 0 0
"803" 5 0 0
"804" 5 0 0
"805" 5 0 0
"806" 5 0 0
"807" 5 0 0
"808" 5 0 0
"809" 5 0 0
"810" 5 0 0
"811" 5 0 0
"812" 5 0 0
"813" 5 1 0
"814" 5 1 0
"815" 5 1 0
"816" 5 1 0
"817" 5 0 0
"818" 5 0 0
"819" 5 0 0
"820" 5 0 0
"821" 5 0 0
"822" 5 0 0
"823" 5 0 0
"824" 5 0 0
"825" 5 0 0
"826" 5 0 0
"827" 5 0 0
"828" 5 0 0
"829" 5 1 0
"830" 5 1 0
"831" 5 1 0
"832" 5 1 0
"833" 5 1 0
"834" 5 1 0
"835" 5 1 0
"836" 5 1 0
"837" 5 1 0
"838" 5 1 0
"839" 5 1 0
"840" 5 1 0
"841" 5 0 0
"842" 5 0 0
"843" 5 0 0
"844" 5 0 0
"845" 5 0 0
"846" 5 0 0
"847" 5 0 0
"848" 5 0 0
"849" 5 0 0
"850" 5 0 0
"851" 5 0 0
"852" 5 0 0
"853" 5 1 0
"854" 5 1 0
"855" 5 1 0
"856" 5 1 0
"857" 5 0 1
"858" 5 0 1
"859" 5 0 1
"860" 5 0 1
"861" 5 1 0
"862" 5 1 0
"863" 5 1 0
"864" 5 1 0
"865" 5 1 0
"866" 5 1 0
"867" 5 1 0
"868" 5 1 0
"869" 5 0 0
"870" 5 0 0
"871" 5 0 0
"872" 5 0 0
"873" 5 0 0
"874" 5 0 0
"875" 5 0 0
"876" 5 0 0
"877" 5 1 0
"878" 5 1 0
"879" 5 1 0
"880" 5 1 0
"881" 5 0 0
"882" 5 0 0
"883" 5 0 0
"884" 5 0 0
"885" 5 0 0
"886" 5 0 0
"887" 5 0 0
"888" 5 0 0
"889" 5 0 1
"890" 5 0 1
"891" 5 0 1
"892" 5 0 1
"893" 5 1 1
"894" 5 1 1
"895" 5 1 1
"896" 5 1 1
"897" 5 0 0
"898" 5 0 0
"899" 5 0 0
"900" 5 0 0
"901" 5 0 0
"902" 5 0 0
"903" 5 0 0
"904" 5 0 0
"905" 5 0 1
"906" 5 0 1
"907" 5 0 1
"908" 5 0 1
"909" 5 0 0
"910" 5 0 0
"911" 5 0 0
"912" 5 0 0
"913" 5 1 0
"914" 5 1 0
"915" 5 1 0
"916" 5 1 0
"917" 5 0 0
"918" 5 0 0
"919" 5 0 0
"920" 5 0 0
"921" 5 0 0
"922" 5 0 0
"923" 5 0 0
"924" 5 0 0
"925" 5 1 1
"926" 5 1 1
"927" 5 1 1
"928" 5 1 1
"929" 5 1 0
"930" 5 1 0
"931" 5 1 0
"932" 5 1 0
"933" 5 1 0
"934" 5 1 0
"935" 5 1 0
"936" 5 1 0
"937" 5 0 1
"938" 5 0 1
"939" 5 0 1
"940" 5 0 1
"941" 5 0 0
"942" 5 0 0
"943" 5 0 0
"944" 5 0 0
"945" 5 0 1
"946" 5 0 1
"947" 5 0 1
"948" 5 0 1
"949" 5 0 1
"950" 5 0 1
"951" 5 0 1
"952" 5 0 1
"953" 5 0 0
"954" 5 0 0
"955" 5 0 0
"956" 5 0 0
"957" 5 1 0
"958" 5 1 0
"959" 5 1 0
"960" 5 1 0
"961" 5 1 0
"962" 5 1 0
"963" 5 1 0
"964" 5 1 0
"965" 5 0 0
"966" 5 0 0
"967" 5 0 0
"968" 5 0 0
"969" 5 0 0
"970" 5 0 0
"971" 5 0 0
"972" 5 0 0
"973" 5 1 0
"974" 5 1 0
"975" 5 1 0
"976" 5 1 0
"977" 5 1 0
"978" 5 1 0
"979" 5 1 0
"980" 5 1 0
"981" 5 1 1
"982" 5 1 1
"983" 5 1 1
"984" 5 1 1
"985" 5 1 0
"986" 5 1 0
"987" 5 1 0
"988" 5 1 0
"989" 5 0 0
"990" 5 0 0
"991" 5 0 0
"992" 5 0 0
"993" 5 0 1
"994" 5 0 1
"995" 5 0 1
"996" 5 0 1
"997" 5 0 0
"998" 5 0 0
"999" 5 0 0
"1000" 5 0 0
"1001" 6 0 0
"1002" 6 0 0
"1003" 6 0 0
"1004" 6 0 0
"1005" 6 0 0
"1006" 6 0 0
"1007" 6 0 0
"1008" 6 0 0
"1009" 6 0 0
"1010" 6 0 0
"1011" 6 0 0
"1012" 6 0 0
"1013" 6 0 0
"1014" 6 0 0
"1015" 6 0 0
"1016" 6 0 0
"1017" 6 1 0
"1018" 6 1 0
"1019" 6 1 0
"1020" 6 1 0
"1021" 6 0 0
"1022" 6 0 0
"1023" 6 0 0
"1024" 6 0 0
"1025" 6 0 0
"1026" 6 0 0
"1027" 6 0 0
"1028" 6 0 0
"1029" 6 0 0
"1030" 6 0 0
"1031" 6 0 0
"1032" 6 0 0
"1033" 6 0 0
"1034" 6 0 0
"1035" 6 0 0
"1036" 6 0 0
"1037" 6 0 1
"1038" 6 0 1
"1039" 6 0 1
"1040" 6 0 1
"1041" 6 1 1
"1042" 6 1 1
"1043" 6 1 1
"1044" 6 1 1
"1045" 6 1 0
"1046" 6 1 0
"1047" 6 1 0
"1048" 6 1 0
"1049" 6 0 0
"1050" 6 0 0
"1051" 6 0 0
"1052" 6 0 0
"1053" 6 1 0
"1054" 6 1 0
"1055" 6 1 0
"1056" 6 1 0
"1057" 6 0 0
"1058" 6 0 0
"1059" 6 0 0
"1060" 6 0 0
"1061" 6 0 0
"1062" 6 0 0
"1063" 6 0 0
"1064" 6 0 0
"1065" 6 0 0
"1066" 6 0 0
"1067" 6 0 0
"1068" 6 0 0
"1069" 6 0 0
"1070" 6 0 0
"1071" 6 0 0
"1072" 6 0 0
"1073" 6 0 0
"1074" 6 0 0
"1075" 6 0 0
"1076" 6 0 0
"1077" 6 1 0
"1078" 6 1 0
"1079" 6 1 0
"1080" 6 1 0
"1081" 6 0 0
"1082" 6 0 0
"1083" 6 0 0
"1084" 6 0 0
"1085" 6 0 0
"1086" 6 0 0
"1087" 6 0 0
"1088" 6 0 0
"1089" 6 1 0
"1090" 6 1 0
"1091" 6 1 0
"1092" 6 1 0
"1093" 6 0 0
"1094" 6 0 0
"1095" 6 0 0
"1096" 6 0 0
"1097" 6 0 0
"1098" 6 0 0
"1099" 6 0 0
"1100" 6 0 0
"1101" 6 0 0
"1102" 6 0 0
"1103" 6 0 0
"1104" 6 0 0
"1105" 6 0 0
"1106" 6 0 0
"1107" 6 0 0
"1108" 6 0 0
"1109" 6 1 0
"1110" 6 1 0
"1111" 6 1 0
"1112" 6 1 0
"1113" 6 0 1
"1114" 6 0 1
"1115" 6 0 1
"1116" 6 0 1
"1117" 6 0 0
"1118" 6 0 0
"1119" 6 0 0
"1120" 6 0 0
"1121" 6 0 1
"1122" 6 0 1
"1123" 6 0 1
"1124" 6 0 1
"1125" 6 0 0
"1126" 6 0 0
"1127" 6 0 0
"1128" 6 0 0
"1129" 6 1 0
"1130" 6 1 0
"1131" 6 1 0
"1132" 6 1 0
"1133" 6 0 1
"1134" 6 0 1
"1135" 6 0 1
"1136" 6 0 1
"1137" 6 1 1
"1138" 6 1 1
"1139" 6 1 1
"1140" 6 1 1
"1141" 6 0 1
"1142" 6 0 1
"1143" 6 0 1
"1144" 6 0 1
"1145" 6 0 0
"1146" 6 0 0
"1147" 6 0 0
"1148" 6 0 0
"1149" 6 1 0
"1150" 6 1 0
"1151" 6 1 0
"1152" 6 1 0
"1153" 6 0 0
"1154" 6 0 0
"1155" 6 0 0
"1156" 6 0 0
"1157" 6 1 0
"1158" 6 1 0
"1159" 6 1 0
"1160" 6 1 0
"1161" 6 0 0
"1162" 6 0 0
"1163" 6 0 0
"1164" 6 0 0
"1165" 6 0 0
"1166" 6 0 0
"1167" 6 0 0
"1168" 6 0 0
"1169" 6 0 0
"1170" 6 0 0
"1171" 6 0 0
"1172" 6 0 0
"1173" 6 1 0
"1174" 6 1 0
"1175" 6 1 0
"1176" 6 1 0
"1177" 6 0 0
"1178" 6 0 0
"1179" 6 0 0
"1180" 6 0 0
"1181" 6 1 0
"1182" 6 1 0
"1183" 6 1 0
"1184" 6 1 0
"1185" 6 1 0
"1186" 6 1 0
"1187" 6 1 0
"1188" 6 1 0
"1189" 6 1 1
"1190" 6 1 1
"1191" 6 1 1
"1192" 6 1 1
"1193" 6 1 0
"1194" 6 1 0
"1195" 6 1 0
"1196" 6 1 0
"1197" 6 1 0
"1198" 6 1 0
"1199" 6 1 0
"1200" 6 1 0
"1201" 7 0 0
"1202" 7 0 0
"1203" 7 0 0
"1204" 7 0 0
"1205" 7 0 0
"1206" 7 0 0
"1207" 7 0 0
"1208" 7 0 0
"1209" 7 0 1
"1210" 7 0 1
"1211" 7 0 1
"1212" 7 0 1
"1213" 7 0 0
"1214" 7 0 0
"1215" 7 0 0
"1216" 7 0 0
"1217" 7 0 0
"1218" 7 0 0
"1219" 7 0 0
"1220" 7 0 0
"1221" 7 0 0
"1222" 7 0 0
"1223" 7 0 0
"1224" 7 0 0
"1225" 7 0 0
"1226" 7 0 0
"1227" 7 0 0
"1228" 7 0 0
"1229" 7 0 1
"1230" 7 0 1
"1231" 7 0 1
"1232" 7 0 1
"1233" 7 0 0
"1234" 7 0 0
"1235" 7 0 0
"1236" 7 0 0
"1237" 7 1 1
"1238" 7 1 1
"1239" 7 1 1
"1240" 7 1 1
"1241" 7 0 0
"1242" 7 0 0
"1243" 7 0 0
"1244" 7 0 0
"1245" 7 0 0
"1246" 7 0 0
"1247" 7 0 0
"1248" 7 0 0
"1249" 7 1 0
"1250" 7 1 0
"1251" 7 1 0
"1252" 7 1 0
"1253" 7 0 0
"1254" 7 0 0
"1255" 7 0 0
"1256" 7 0 0
"1257" 7 0 0
"1258" 7 0 0
"1259" 7 0 0
"1260" 7 0 0
"1261" 7 1 0
"1262" 7 1 0
"1263" 7 1 0
"1264" 7 1 0
"1265" 7 1 1
"1266" 7 1 1
"1267" 7 1 1
"1268" 7 1 1
"1269" 7 0 0
"1270" 7 0 0
"1271" 7 0 0
"1272" 7 0 0
"1273" 7 1 0
"1274" 7 1 0
"1275" 7 1 0
"1276" 7 1 0
"1277" 7 1 0
"1278" 7 1 0
"1279" 7 1 0
"1280" 7 1 0
"1281" 7 1 0
"1282" 7 1 0
"1283" 7 1 0
"1284" 7 1 0
"1285" 7 1 1
"1286" 7 1 1
"1287" 7 1 1
"1288" 7 1 1
"1289" 7 0 0
"1290" 7 0 0
"1291" 7 0 0
"1292" 7 0 0
"1293" 7 1 1
"1294" 7 1 1
"1295" 7 1 1
"1296" 7 1 1
"1297" 7 0 0
"1298" 7 0 0
"1299" 7 0 0
"1300" 7 0 0
"1301" 7 1 0
"1302" 7 1 0
"1303" 7 1 0
"1304" 7 1 0
"1305" 7 0 0
"1306" 7 0 0
"1307" 7 0 0
"1308" 7 0 0
"1309" 7 0 1
"1310" 7 0 1
"1311" 7 0 1
"1312" 7 0 1
"1313" 7 0 0
"1314" 7 0 0
"1315" 7 0 0
"1316" 7 0 0
"1317" 7 0 0
"1318" 7 0 0
"1319" 7 0 0
"1320" 7 0 0
"1321" 7 0 1
"1322" 7 0 1
"1323" 7 0 1
"1324" 7 0 1
"1325" 7 1 0
"1326" 7 1 0
"1327" 7 1 0
"1328" 7 1 0
"1329" 7 0 0
"1330" 7 0 0
"1331" 7 0 0
"1332" 7 0 0
"1333" 7 1 0
"1334" 7 1 0
"1335" 7 1 0
"1336" 7 1 0
"1337" 7 0 0
"1338" 7 0 0
"1339" 7 0 0
"1340" 7 0 0
"1341" 7 1 1
"1342" 7 1 1
"1343" 7 1 1
"1344" 7 1 1
"1345" 7 0 0
"1346" 7 0 0
"1347" 7 0 0
"1348" 7 0 0
"1349" 7 0 0
"1350" 7 0 0
"1351" 7 0 0
"1352" 7 0 0
"1353" 7 0 0
"1354" 7 0 0
"1355" 7 0 0
"1356" 7 0 0
"1357" 7 1 1
"1358" 7 1 1
"1359" 7 1 1
